,LOGRECNO,BLOCK,NAME,HU100,INTPTLAT,INTPTLON,H0030001,H0030002,H0030003,H0060001,H0060002,H0060003,H0060004,H0060005,H0060006,H0060007,H0060008
2242,134166,3031,Block 3031,22,33.6997611,-84.3963901,22,17,5,17,7,8,0,0,0,0,2
2243,134167,3032,Block 3032,19,33.698773,-84.3958214,19,13,6,13,6,7,0,0,0,0,0
2244,134171,1000,Block 1000,18,33.7102925,-84.3677886,18,8,10,8,1,7,0,0,0,0,0
2245,134174,1000,Block 1000,203,33.7078722,-84.3613693,203,200,3,200,1,195,1,0,0,1,2
2246,134176,1002,Block 1002,11,33.706017,-84.3648948,11,10,1,10,0,10,0,0,0,0,0
2247,134177,1003,Block 1003,15,33.7002599,-84.3603452,15,14,1,14,0,13,0,0,1,0,0
2248,134178,1004,Block 1004,259,33.7038797,-84.360632,259,246,13,246,1,239,3,1,0,0,2
2249,134180,1006,Block 1006,37,33.7007699,-84.3590846,37,34,3,34,0,34,0,0,0,0,0
2250,134183,1000,Block 1000,23,33.7229567,-84.3501769,23,21,2,21,10,9,1,1,0,0,0
2251,134184,1001,Block 1001,27,33.7241459,-84.3522309,27,24,3,24,19,2,1,0,0,0,2
2252,134185,1002,Block 1002,20,33.7226377,-84.3516037,20,18,2,18,14,4,0,0,0,0,0
2253,134186,1003,Block 1003,26,33.7228764,-84.3529326,26,22,4,22,19,3,0,0,0,0,0
2254,134187,1004,Block 1004,26,33.7211943,-84.3522365,26,21,5,21,17,3,0,0,0,0,1
2255,134188,1005,Block 1005,19,33.7193131,-84.3509847,19,19,0,19,12,7,0,0,0,0,0
2256,134189,1006,Block 1006,24,33.7197754,-84.3529589,24,21,3,21,18,2,0,1,0,0,0
2257,134190,1007,Block 1007,14,33.7197616,-84.3516835,14,11,3,11,6,4,0,0,0,1,0
2258,134191,1008,Block 1008,22,33.7166539,-84.3516885,22,20,2,20,4,16,0,0,0,0,0
2259,134192,1009,Block 1009,33,33.7123489,-84.3510428,33,30,3,30,5,21,0,0,1,3,0
2260,134193,1010,Block 1010,18,33.7131403,-84.3521574,18,16,2,16,5,10,0,0,0,0,1
2261,134194,1011,Block 1011,41,33.7132273,-84.3543048,41,33,8,33,9,23,1,0,0,0,0
2262,134195,1012,Block 1012,25,33.7107398,-84.3551582,25,19,6,19,5,10,0,0,0,3,1
2263,134197,2000,Block 2000,19,33.7164491,-84.357534,19,14,5,14,11,3,0,0,0,0,0
2264,134198,2001,Block 2001,186,33.71417,-84.3593678,186,144,42,144,46,73,0,2,0,19,4
2265,134200,2003,Block 2003,45,33.7155385,-84.3635164,45,39,6,39,23,13,0,1,0,1,1
2266,134201,2004,Block 2004,2,33.7143211,-84.3633423,2,2,0,2,0,1,0,0,0,0,1
2267,134202,2005,Block 2005,13,33.7164771,-84.366001,13,10,3,10,5,4,0,0,0,1,0
2268,134203,2006,Block 2006,6,33.7164862,-84.3676154,6,6,0,6,1,5,0,0,0,0,0
2269,134204,2007,Block 2007,19,33.7152309,-84.3676111,19,16,3,16,5,7,0,0,0,4,0
2270,134205,2008,Block 2008,21,33.7149966,-84.3659971,21,19,2,19,8,8,0,0,0,3,0
2271,134206,2009,Block 2009,6,33.7135622,-84.3660401,6,6,0,6,4,1,0,0,0,1,0
2272,134207,2010,Block 2010,7,33.7140484,-84.3675805,7,4,3,4,0,4,0,0,0,0,0
2273,134208,2011,Block 2011,13,33.7129801,-84.3647537,13,9,4,9,7,2,0,0,0,0,0
2274,134209,2012,Block 2012,48,33.7126616,-84.362674,48,43,5,43,24,15,0,1,0,1,2
2275,134210,2013,Block 2013,5,33.7102927,-84.3597105,5,3,2,3,0,2,0,0,0,0,1
2276,134211,2014,Block 2014,176,33.7110151,-84.3575511,176,128,48,128,14,95,0,0,0,14,5
2277,134212,2015,Block 2015,25,33.7113675,-84.35649,25,22,3,22,4,13,0,0,0,5,0
2278,134214,3000,Block 3000,162,33.7229894,-84.3587863,162,129,33,129,37,85,0,2,0,4,1
2279,134217,3003,Block 3003,14,33.7249917,-84.3631849,14,13,1,13,12,1,0,0,0,0,0
2280,134218,3004,Block 3004,18,33.7265505,-84.3628557,18,17,1,17,14,3,0,0,0,0,0
2281,134219,3005,Block 3005,14,33.7266067,-84.3652899,14,13,1,13,5,5,1,0,0,2,0
2282,134220,3006,Block 3006,14,33.7211044,-84.3632334,14,13,1,13,7,6,0,0,0,0,0
2283,134221,3007,Block 3007,116,33.7199582,-84.364682,116,107,9,107,63,31,1,2,0,9,1
2284,134222,3008,Block 3008,18,33.7226801,-84.3648701,18,14,4,14,10,3,1,0,0,0,0
2285,134223,3009,Block 3009,38,33.724028,-84.3678601,38,35,3,35,12,21,0,0,0,0,2
2286,134224,3010,Block 3010,40,33.7252256,-84.3678436,40,29,11,29,10,17,0,2,0,0,0
2287,134225,3011,Block 3011,11,33.7253808,-84.3663656,11,9,2,9,7,0,0,0,0,1,1
2288,134226,3012,Block 3012,15,33.7253592,-84.364588,15,15,0,15,13,2,0,0,0,0,0
2289,134227,3013,Block 3013,16,33.7245676,-84.3645997,16,10,6,10,8,1,0,0,0,1,0
2290,134228,3014,Block 3014,16,33.7245832,-84.3663735,16,15,1,15,11,3,0,0,0,1,0
2291,134229,3015,Block 3015,7,33.7237921,-84.3668684,7,7,0,7,4,3,0,0,0,0,0
2292,134230,3016,Block 3016,11,33.7237841,-84.3659792,11,10,1,10,7,2,0,0,0,1,0
2293,134231,3017,Block 3017,13,33.7237635,-84.3646054,13,9,4,9,6,2,0,0,0,1,0
2294,134232,3018,Block 3018,15,33.7184586,-84.3676361,15,14,1,14,6,6,0,0,0,2,0
2295,134233,3019,Block 3019,26,33.7184463,-84.358729,26,22,4,22,7,13,0,0,0,2,0
2296,134234,3020,Block 3020,3,33.7176879,-84.3577429,3,2,1,2,0,2,0,0,0,0,0
2297,134235,3021,Block 3021,54,33.7218649,-84.3540609,54,47,7,47,36,8,0,0,0,3,0
2298,134241,1003,Block 1003,32,33.6969777,-84.3934788,32,24,8,24,7,14,0,0,0,2,1
2299,134243,1005,Block 1005,6,33.6965831,-84.3979085,6,4,2,4,1,3,0,0,0,0,0
2300,134244,1006,Block 1006,10,33.6974916,-84.3970332,10,4,6,4,0,3,0,0,0,1,0
2301,134245,1007,Block 1007,139,33.6926828,-84.3978546,139,112,27,112,10,98,0,0,0,3,1
2302,134246,1008,Block 1008,16,33.6914018,-84.3988202,16,9,7,9,2,5,0,0,0,2,0
2303,134247,1009,Block 1009,35,33.694325,-84.3941223,35,30,5,30,0,29,0,0,0,0,1
2304,134248,1010,Block 1010,25,33.691427,-84.3954814,25,22,3,22,1,21,0,0,0,0,0
2305,134249,1011,Block 1011,52,33.693728,-84.3999113,52,32,20,32,7,24,0,0,0,0,1
2306,134250,1012,Block 1012,15,33.6948065,-84.3979702,15,8,7,8,1,7,0,0,0,0,0
2307,134251,1013,Block 1013,25,33.6906184,-84.3916436,25,20,5,20,3,17,0,0,0,0,0
2308,134252,1014,Block 1014,10,33.6895636,-84.3937241,10,10,0,10,1,9,0,0,0,0,0
2309,134253,1015,Block 1015,31,33.6941534,-84.3953418,31,29,2,29,1,27,0,0,0,1,0
2310,134262,1024,Block 1024,334,33.6851319,-84.3950441,334,233,101,233,6,223,0,2,0,0,2
2311,134263,1025,Block 1025,21,33.6863082,-84.3904427,21,16,5,16,1,15,0,0,0,0,0
2312,134264,1026,Block 1026,99,33.6830076,-84.3911892,99,66,33,66,3,62,1,0,0,0,0
2313,134265,1027,Block 1027,17,33.6952761,-84.3987593,17,13,4,13,0,13,0,0,0,0,0
2314,134267,1029,Block 1029,28,33.6957005,-84.3907828,28,21,7,21,3,17,0,0,0,1,0
2315,134271,2000,Block 2000,37,33.6881832,-84.3803468,37,28,9,28,1,25,0,0,0,2,0
2316,134272,2001,Block 2001,22,33.6877584,-84.3821811,22,18,4,18,0,18,0,0,0,0,0
2317,134273,2002,Block 2002,46,33.6863013,-84.3808217,46,41,5,41,4,37,0,0,0,0,0
2318,134274,2003,Block 2003,8,33.686934,-84.3830204,8,8,0,8,0,8,0,0,0,0,0
2319,134275,2004,Block 2004,105,33.6849695,-84.3855967,105,99,6,99,9,87,0,0,0,1,2
2320,134276,2005,Block 2005,8,33.68395,-84.3852973,8,8,0,8,0,8,0,0,0,0,0
2321,134277,2006,Block 2006,26,33.6828358,-84.3881485,26,23,3,23,1,22,0,0,0,0,0
2322,134278,2007,Block 2007,30,33.6878814,-84.3890735,30,28,2,28,2,26,0,0,0,0,0
2323,134279,2008,Block 2008,24,33.6884713,-84.3865874,24,23,1,23,2,21,0,0,0,0,0
2324,134280,2009,Block 2009,10,33.6860103,-84.3830216,10,9,1,9,0,8,0,0,0,0,1
2325,134281,2010,Block 2010,17,33.6848092,-84.3805482,17,13,4,13,0,12,0,0,0,1,0
2326,134283,3000,Block 3000,52,33.6990647,-84.3820871,52,45,7,45,11,33,0,0,0,0,1
2327,134284,3001,Block 3001,11,33.6992273,-84.3864117,11,6,5,6,1,5,0,0,0,0,0
2328,134285,3002,Block 3002,36,33.6958113,-84.3892695,36,27,9,27,1,26,0,0,0,0,0
2329,134286,3003,Block 3003,19,33.6957086,-84.3864233,19,13,6,13,2,11,0,0,0,0,0
2330,134287,3004,Block 3004,14,33.6944908,-84.3866675,14,11,3,11,0,11,0,0,0,0,0
2331,134288,3005,Block 3005,19,33.6946883,-84.3875249,19,11,8,11,0,10,0,0,0,0,1
2332,134289,3006,Block 3006,97,33.693614,-84.3817685,97,79,18,79,6,69,1,0,0,1,2
2333,134290,3007,Block 3007,93,33.692869,-84.3777958,93,80,13,80,6,73,0,0,0,1,0
2334,134291,3008,Block 3008,20,33.6951171,-84.3752432,20,17,3,17,0,17,0,0,0,0,0
2335,134292,3009,Block 3009,22,33.6942137,-84.3752601,22,18,4,18,2,16,0,0,0,0,0
2336,134293,3010,Block 3010,24,33.6910017,-84.375242,24,19,5,19,0,19,0,0,0,0,0
2337,134294,3011,Block 3011,72,33.6907032,-84.3860032,72,53,19,53,5,46,2,0,0,0,0
2338,134295,3012,Block 3012,29,33.6906555,-84.3876318,29,22,7,22,0,22,0,0,0,0,0
2339,134298,1000,Block 1000,50,33.6920142,-84.3680859,50,44,6,44,4,38,0,0,0,2,0
2340,134299,1001,Block 1001,33,33.6952528,-84.3717982,33,26,7,26,1,24,0,0,0,1,0
2341,134300,1002,Block 1002,33,33.6953133,-84.3731073,33,28,5,28,3,25,0,0,0,0,0
2342,134301,1003,Block 1003,52,33.6908563,-84.3728115,52,37,15,37,3,33,0,0,0,0,1
2343,134302,1004,Block 1004,28,33.69235,-84.3718695,28,27,1,27,1,26,0,0,0,0,0
2344,134303,1005,Block 1005,29,33.692339,-84.3705935,29,20,9,20,0,19,0,0,0,1,0
2345,134304,1006,Block 1006,20,33.6899218,-84.3706101,20,16,4,16,1,13,0,0,0,0,2
2346,134305,1007,Block 1007,141,33.6867547,-84.371951,141,120,21,120,12,102,0,0,0,1,5
2347,134307,2000,Block 2000,15,33.6917121,-84.3632321,15,13,2,13,0,12,0,0,0,0,1
2348,134308,2001,Block 2001,72,33.6857507,-84.3568234,72,44,28,44,1,43,0,0,0,0,0
2349,134309,2002,Block 2002,17,33.686952,-84.3563378,17,12,5,12,0,12,0,0,0,0,0
2350,134310,2003,Block 2003,10,33.6870894,-84.3551854,10,6,4,6,2,4,0,0,0,0,0
2351,134311,2004,Block 2004,13,33.6858844,-84.3540182,13,7,6,7,0,7,0,0,0,0,0
2352,134312,2005,Block 2005,20,33.6882414,-84.3585936,20,13,7,13,0,12,0,0,1,0,0
2353,134313,2006,Block 2006,27,33.6890131,-84.3583954,27,21,6,21,1,20,0,0,0,0,0
2354,134314,2007,Block 2007,15,33.6880692,-84.362146,15,12,3,12,0,12,0,0,0,0,0
2355,134315,2008,Block 2008,28,33.689317,-84.3621596,28,18,10,18,2,15,0,0,0,1,0
2356,134317,2010,Block 2010,93,33.6834711,-84.3616716,93,88,5,88,25,15,1,15,0,29,3
2357,134319,3000,Block 3000,10,33.7041527,-84.378722,10,7,3,7,0,7,0,0,0,0,0
2358,134320,3001,Block 3001,14,33.7044706,-84.3798692,14,10,4,10,0,10,0,0,0,0,0
2359,134321,3002,Block 3002,17,33.7037001,-84.3806706,17,9,8,9,0,9,0,0,0,0,0
2360,134322,3003,Block 3003,19,33.7030609,-84.3812842,19,10,9,10,0,6,0,1,0,3,0
2361,134323,3004,Block 3004,11,33.702741,-84.3828526,11,11,0,11,0,11,0,0,0,0,0
2362,134324,3005,Block 3005,43,33.7001868,-84.3808921,43,31,12,31,4,26,0,0,0,1,0
2363,134325,3006,Block 3006,26,33.7026605,-84.3793729,26,15,11,15,5,10,0,0,0,0,0
2364,134326,3007,Block 3007,8,33.7031199,-84.3777107,8,5,3,5,1,4,0,0,0,0,0
2365,134327,3008,Block 3008,35,33.7010266,-84.374824,35,18,17,18,1,17,0,0,0,0,0
2366,134328,3009,Block 3009,20,33.7021264,-84.3774924,20,15,5,15,2,13,0,0,0,0,0
2367,134329,3010,Block 3010,37,33.6992385,-84.3793239,37,28,9,28,7,21,0,0,0,0,0
2368,134330,3011,Block 3011,18,33.7011396,-84.3773482,18,11,7,11,2,9,0,0,0,0,0
2369,134331,3012,Block 3012,30,33.6999499,-84.377075,30,24,6,24,8,16,0,0,0,0,0
2370,134332,3013,Block 3013,45,33.6980727,-84.3761913,45,43,2,43,4,38,1,0,0,0,0
2371,134333,3014,Block 3014,5,33.6981911,-84.3727211,5,2,3,2,0,2,0,0,0,0,0
2372,134335,4000,Block 4000,92,33.703979,-84.3709871,92,82,10,82,0,82,0,0,0,0,0
2373,134336,4001,Block 4001,94,33.7058963,-84.3742426,94,85,9,85,0,85,0,0,0,0,0
2374,134337,4002,Block 4002,8,33.7059996,-84.3763475,8,6,2,6,1,5,0,0,0,0,0
2375,134339,4004,Block 4004,6,33.6995711,-84.3638739,6,5,1,5,0,5,0,0,0,0,0
2376,134340,4005,Block 4005,5,33.6963407,-84.3665773,5,3,2,3,0,3,0,0,0,0,0
2377,134341,4006,Block 4006,14,33.7051021,-84.3753138,14,8,6,8,0,8,0,0,0,0,0
2378,134342,4007,Block 4007,2,33.7050935,-84.3774633,2,0,2,0,0,0,0,0,0,0,0
2379,134343,4008,Block 4008,22,33.7041514,-84.3764914,22,8,14,8,1,7,0,0,0,0,0
2380,134347,1000,Block 1000,28,33.6985223,-84.363118,28,21,7,21,0,21,0,0,0,0,0
2381,134348,1001,Block 1001,20,33.6974076,-84.3619806,20,15,5,15,0,15,0,0,0,0,0
2382,134349,1002,Block 1002,15,33.697345,-84.3646282,15,13,2,13,0,13,0,0,0,0,0
2383,134350,1003,Block 1003,10,33.6958929,-84.3646332,10,9,1,9,0,9,0,0,0,0,0
2384,134351,1004,Block 1004,8,33.6965553,-84.364197,8,7,1,7,0,7,0,0,0,0,0
2385,134352,1005,Block 1005,17,33.6961131,-84.3631263,17,14,3,14,0,14,0,0,0,0,0
2386,134353,1006,Block 1006,18,33.6961613,-84.3618068,18,10,8,10,0,10,0,0,0,0,0
2387,134354,1007,Block 1007,26,33.6947555,-84.3614669,26,22,4,22,0,21,0,0,0,0,1
2388,134355,1008,Block 1008,168,33.6945646,-84.3566945,168,158,10,158,2,152,1,0,0,2,1
2389,134357,1010,Block 1010,19,33.6920877,-84.3584844,19,17,2,17,2,15,0,0,0,0,0
2390,134358,1011,Block 1011,113,33.6920741,-84.3538125,113,81,32,81,3,77,0,0,0,0,1
2391,134360,1013,Block 1013,9,33.6909599,-84.3504004,9,4,5,4,0,4,0,0,0,0,0
2392,134361,1014,Block 1014,9,33.6907023,-84.3515937,9,6,3,6,0,6,0,0,0,0,0
2393,134362,1015,Block 1015,13,33.6907056,-84.3568483,13,10,3,10,0,10,0,0,0,0,0
2394,134363,1016,Block 1016,26,33.6900866,-84.3568281,26,18,8,18,2,16,0,0,0,0,0
2395,134364,1017,Block 1017,24,33.6906946,-84.3537677,24,15,9,15,0,13,0,0,0,1,1
2396,134365,1018,Block 1018,11,33.6896104,-84.3537457,11,7,4,7,1,6,0,0,0,0,0
2397,134367,1020,Block 1020,2,33.6865233,-84.3510312,2,1,1,1,0,1,0,0,0,0,0
2398,134372,2000,Block 2000,39,33.7072192,-84.3529243,39,22,17,22,2,18,0,0,0,1,1
2399,134375,2003,Block 2003,27,33.7085066,-84.3573318,27,21,6,21,0,21,0,0,0,0,0
2400,134376,2004,Block 2004,8,33.7025585,-84.3505147,8,6,2,6,0,6,0,0,0,0,0
2401,134378,2006,Block 2006,35,33.7021963,-84.3529262,35,28,7,28,0,28,0,0,0,0,0
2402,134380,2008,Block 2008,34,33.7025495,-84.3566852,34,26,8,26,0,26,0,0,0,0,0
2403,134381,2009,Block 2009,12,33.7015083,-84.3565092,12,10,2,10,0,10,0,0,0,0,0
2404,134382,2010,Block 2010,11,33.7016405,-84.3554883,11,9,2,9,1,8,0,0,0,0,0
2405,134383,2011,Block 2011,17,33.7013756,-84.3543095,17,16,1,16,0,16,0,0,0,0,0
2406,134384,2012,Block 2012,14,33.7010718,-84.3530995,14,13,1,13,0,13,0,0,0,0,0
2407,134385,2013,Block 2013,31,33.6988637,-84.3545659,31,24,7,24,0,24,0,0,0,0,0
2408,134386,2014,Block 2014,66,33.6961817,-84.3525534,66,59,7,59,0,59,0,0,0,0,0
2409,134387,2015,Block 2015,12,33.6967977,-84.3550451,12,7,5,7,0,7,0,0,0,0,0
2410,134388,2016,Block 2016,24,33.6994808,-84.3517511,24,14,10,14,0,14,0,0,0,0,0
2411,134389,2017,Block 2017,29,33.6988402,-84.3531635,29,24,5,24,1,23,0,0,0,0,0
2412,134390,2018,Block 2018,28,33.6983482,-84.3512417,28,19,9,19,0,19,0,0,0,0,0
2413,134391,2019,Block 2019,74,33.6991084,-84.3571195,74,65,9,65,1,64,0,0,0,0,0
2414,134396,1002,Block 1002,29,33.6702587,-84.3532862,29,22,7,22,0,21,0,0,0,1,0
2415,134398,1004,Block 1004,63,33.6725559,-84.361188,63,55,8,55,0,55,0,0,0,0,0
2416,134399,1005,Block 1005,14,33.6710526,-84.358138,14,14,0,14,0,14,0,0,0,0,0
2417,134400,1006,Block 1006,18,33.6699716,-84.3581079,18,17,1,17,0,16,0,0,0,0,1
2418,134401,1007,Block 1007,16,33.6627188,-84.3617792,16,14,2,14,0,14,0,0,0,0,0
2419,134409,1015,Block 1015,226,33.6543888,-84.3602463,226,38,188,38,2,34,0,0,0,1,1
2420,134410,1016,Block 1016,11,33.6573324,-84.3593506,11,11,0,11,0,11,0,0,0,0,0
2421,134412,1018,Block 1018,17,33.6598238,-84.357503,17,17,0,17,0,17,0,0,0,0,0
2422,134417,1023,Block 1023,1,33.648622,-84.3621843,1,1,0,1,0,1,0,0,0,0,0
2423,134419,1025,Block 1025,89,33.6488798,-84.3579128,89,38,51,38,1,35,0,0,0,1,1
2424,134420,1026,Block 1026,131,33.65431,-84.3530905,131,112,19,112,5,105,0,0,0,1,1
2425,134421,1027,Block 1027,21,33.6574684,-84.354826,21,20,1,20,0,20,0,0,0,0,0
2426,134422,1028,Block 1028,39,33.6551593,-84.3572897,39,32,7,32,4,28,0,0,0,0,0
2427,134423,1029,Block 1029,20,33.6577929,-84.3560919,20,15,5,15,1,14,0,0,0,0,0
2428,134424,1030,Block 1030,19,33.6586686,-84.3571572,19,17,2,17,1,16,0,0,0,0,0
2429,134425,1031,Block 1031,15,33.6584296,-84.3581654,15,13,2,13,0,12,0,0,0,1,0
2430,134426,1032,Block 1032,16,33.6571062,-84.3576763,16,12,4,12,1,10,0,0,0,1,0
2431,134427,1033,Block 1033,1,33.6483609,-84.3554438,1,0,1,0,0,0,0,0,0,0,0
2432,134431,2000,Block 2000,52,33.657676,-84.3765006,52,36,16,36,1,35,0,0,0,0,0
2433,134432,2001,Block 2001,10,33.6625907,-84.3786338,10,7,3,7,0,7,0,0,0,0,0
2434,134433,2002,Block 2002,8,33.6590378,-84.3780046,8,8,0,8,1,7,0,0,0,0,0
2435,134434,2003,Block 2003,53,33.6604061,-84.3793317,53,45,8,45,0,43,0,0,0,1,1
2436,134435,2004,Block 2004,19,33.6633532,-84.3796937,19,15,4,15,0,14,0,0,0,0,1
2437,134436,2005,Block 2005,20,33.6567048,-84.3836362,20,17,3,17,0,16,0,0,0,0,1
2438,134460,1000,Block 1000,117,33.6834824,-84.3757491,117,108,9,108,6,97,1,2,0,1,1
2439,134461,1001,Block 1001,25,33.6822907,-84.382157,25,24,1,24,1,21,0,0,0,1,1
2440,134462,1002,Block 1002,11,33.681289,-84.3810351,11,9,2,9,0,9,0,0,0,0,0
2441,134463,1003,Block 1003,31,33.678879,-84.3813338,31,24,7,24,1,23,0,0,0,0,0
2442,134464,1004,Block 1004,72,33.6791635,-84.3768769,72,69,3,69,2,66,1,0,0,0,0
2443,134465,1005,Block 1005,230,33.6784793,-84.3726943,230,222,8,222,4,210,3,0,0,2,3
2444,134466,1006,Block 1006,249,33.6748082,-84.3681788,249,221,28,221,5,213,1,0,0,1,1
2445,134467,1007,Block 1007,14,33.6714284,-84.3678695,14,12,2,12,0,12,0,0,0,0,0
2446,134468,1008,Block 1008,14,33.6713767,-84.3688902,14,13,1,13,0,13,0,0,0,0,0
2447,134470,1010,Block 1010,34,33.6743057,-84.3739005,34,23,11,23,1,22,0,0,0,0,0
2448,134471,1011,Block 1011,1,33.6763391,-84.3743455,1,1,0,1,0,1,0,0,0,0,0
2449,134472,1012,Block 1012,15,33.676044,-84.3768888,15,13,2,13,0,11,0,1,0,0,1
2450,134473,1013,Block 1013,23,33.6747971,-84.3787254,23,19,4,19,1,17,0,0,0,0,1
2451,134474,1014,Block 1014,22,33.6745951,-84.3801513,22,16,6,16,0,14,0,0,0,0,2
2452,134475,1015,Block 1015,22,33.6715465,-84.3791814,22,15,7,15,0,15,0,0,0,0,0
2453,134476,1016,Block 1016,18,33.6747681,-84.3828702,18,17,1,17,4,13,0,0,0,0,0
2454,134477,1017,Block 1017,28,33.6787615,-84.3831548,28,24,4,24,0,23,1,0,0,0,0
2455,134478,1018,Block 1018,7,33.6699043,-84.3660504,7,4,3,4,1,3,0,0,0,0,0
2456,134479,1019,Block 1019,52,33.6646472,-84.3698756,52,46,6,46,2,43,0,1,0,0,0
2457,134480,1020,Block 1020,11,33.6665051,-84.3666416,11,9,2,9,0,9,0,0,0,0,0
2458,134481,1021,Block 1021,1,33.6713665,-84.3740702,1,1,0,1,0,1,0,0,0,0,0
2459,134482,1022,Block 1022,67,33.6673812,-84.3756263,67,54,13,54,1,51,1,0,0,1,0
2460,134483,1023,Block 1023,23,33.6641343,-84.3770158,23,15,8,15,0,15,0,0,0,0,0
2461,134484,1024,Block 1024,16,33.6663489,-84.3776542,16,13,3,13,0,13,0,0,0,0,0
2462,134487,1027,Block 1027,28,33.6659414,-84.3791691,28,23,5,23,0,23,0,0,0,0,0
2463,134489,2000,Block 2000,688,33.6708356,-84.3885599,688,570,118,570,6,557,2,0,0,2,3
2464,134490,2001,Block 2001,4,33.671621,-84.3848219,4,4,0,4,0,3,0,0,0,1,0
2465,134491,2002,Block 2002,4,33.671502,-84.3854723,4,4,0,4,0,3,0,0,0,0,1
2466,134492,2003,Block 2003,40,33.6715942,-84.3951179,40,28,12,28,0,28,0,0,0,0,0
2467,134493,2004,Block 2004,28,33.6680543,-84.3954585,28,18,10,18,0,17,0,1,0,0,0
2468,134494,2005,Block 2005,21,33.670085,-84.3951622,21,15,6,15,0,14,0,0,0,1,0
2469,134495,2006,Block 2006,17,33.6699221,-84.3939548,17,8,9,8,1,7,0,0,0,0,0
2470,134496,2007,Block 2007,11,33.6695709,-84.3962669,11,8,3,8,0,8,0,0,0,0,0
2471,134497,2008,Block 2008,21,33.6680282,-84.3924087,21,19,2,19,0,18,0,0,0,1,0
2472,134498,2009,Block 2009,39,33.6680309,-84.3891894,39,34,5,34,1,33,0,0,0,0,0
2473,134499,2010,Block 2010,31,33.6662621,-84.3881549,31,28,3,28,2,24,2,0,0,0,0
2474,134500,2011,Block 2011,25,33.667206,-84.3898941,25,23,2,23,0,23,0,0,0,0,0
2475,134501,2012,Block 2012,135,33.6641862,-84.3867398,135,121,14,121,1,111,4,0,0,2,3
2476,134505,2016,Block 2016,34,33.6694636,-84.3823948,34,30,4,30,2,28,0,0,0,0,0
2477,134516,3000,Block 3000,25,33.6785995,-84.3862898,25,23,2,23,1,22,0,0,0,0,0
2478,134517,3001,Block 3001,99,33.6795527,-84.391726,99,13,86,13,0,13,0,0,0,0,0
2479,134518,3002,Block 3002,108,33.677723,-84.3960291,108,96,12,96,4,79,1,0,0,11,1
2480,134519,3003,Block 3003,10,33.6773897,-84.3947655,10,4,6,4,1,3,0,0,0,0,0
2481,134521,3005,Block 3005,143,33.6742466,-84.3862142,143,129,14,129,3,122,1,0,0,0,3
2482,134522,3006,Block 3006,23,33.6757851,-84.3874708,23,20,3,20,0,19,0,1,0,0,0
2483,134523,3007,Block 3007,271,33.6749128,-84.3913084,271,256,15,256,3,251,1,0,0,1,0
2484,134524,3008,Block 3008,72,33.6783083,-84.3894719,72,44,28,44,0,43,0,0,0,0,1
2485,134525,3009,Block 3009,28,33.6747042,-84.3943336,28,21,7,21,2,17,0,1,0,1,0
2486,134530,1002,Block 1002,80,33.6850158,-84.4012795,80,75,5,75,13,3,1,1,0,56,1
2487,134531,1003,Block 1003,31,33.6821941,-84.4044583,31,26,5,26,1,23,0,0,0,1,1
2488,134532,1004,Block 1004,46,33.6839559,-84.4024486,46,23,23,23,1,21,0,1,0,0,0
2489,134543,1015,Block 1015,26,33.6778507,-84.3997884,26,18,8,18,3,13,0,1,0,1,0
2490,134544,1016,Block 1016,11,33.6803164,-84.4013075,11,7,4,7,3,4,0,0,0,0,0
2491,134546,1018,Block 1018,20,33.6791137,-84.4025699,20,14,6,14,2,12,0,0,0,0,0
2492,134547,1019,Block 1019,49,33.6790085,-84.4038776,49,33,16,33,7,26,0,0,0,0,0
2493,134548,1020,Block 1020,292,33.6785402,-84.4063976,292,263,29,263,10,233,2,3,0,10,5
2494,134549,1021,Block 1021,26,33.676375,-84.40097,26,16,10,16,0,16,0,0,0,0,0
2495,134550,1022,Block 1022,26,33.6784193,-84.4013757,26,16,10,16,4,11,0,1,0,0,0
2496,134551,1023,Block 1023,17,33.6765962,-84.4026771,17,9,8,9,3,5,0,0,0,1,0
2497,134553,1025,Block 1025,74,33.6741814,-84.3999987,74,57,17,57,6,39,0,0,0,10,2
2498,134554,1026,Block 1026,19,33.6736951,-84.4024073,19,16,3,16,3,11,0,0,0,1,1
2499,134555,1027,Block 1027,33,33.6746058,-84.4029602,33,24,9,24,8,13,0,2,0,1,0
2500,134556,1028,Block 1028,33,33.6753713,-84.4056149,33,23,10,23,6,11,0,3,0,3,0
2501,134558,1030,Block 1030,2,33.673641,-84.4078391,2,1,1,1,0,1,0,0,0,0,0
2502,134559,1031,Block 1031,26,33.6739036,-84.4058649,26,22,4,22,7,12,0,1,0,1,1
2503,134560,1032,Block 1032,21,33.6731354,-84.4029676,21,15,6,15,3,11,0,0,0,1,0
2504,134566,2004,Block 2004,62,33.6770302,-84.410522,62,44,18,44,5,31,0,1,0,7,0
2505,134567,2005,Block 2005,27,33.6749428,-84.411162,27,20,7,20,1,15,0,0,0,4,0
2506,134570,2008,Block 2008,101,33.6774176,-84.4142788,101,88,13,88,5,73,0,0,0,10,0
2507,134573,2011,Block 2011,240,33.6833258,-84.4155823,240,234,6,234,32,201,0,0,0,1,0
2508,134578,2016,Block 2016,173,33.6753425,-84.4171349,173,159,14,159,3,156,0,0,0,0,0
2509,134583,1002,Block 1002,228,33.7012242,-84.4062901,228,207,21,207,9,190,1,0,1,2,4
