,LOGRECNO,BLOCK,NAME,HU100,INTPTLAT,INTPTLON,H0030001,H0030002,H0030003,H0060001,H0060002,H0060003,H0060004,H0060005,H0060006,H0060007,H0060008
1974,133817,2003,Block 2003,38,33.7254873,-84.4220519,38,16,22,16,2,14,0,0,0,0,0
1975,133818,2004,Block 2004,25,33.7246364,-84.4230484,25,12,13,12,1,11,0,0,0,0,0
1976,133819,2005,Block 2005,21,33.7239753,-84.4238749,21,13,8,13,2,11,0,0,0,0,0
1977,133820,2006,Block 2006,14,33.7238139,-84.4247344,14,12,2,12,0,12,0,0,0,0,0
1978,133821,2007,Block 2007,11,33.7245623,-84.4257797,11,3,8,3,0,3,0,0,0,0,0
1979,133822,2008,Block 2008,22,33.7246965,-84.4267795,22,17,5,17,0,16,0,0,0,1,0
1980,133823,2009,Block 2009,25,33.7231393,-84.4263519,25,11,14,11,0,11,0,0,0,0,0
1981,133824,2010,Block 2010,23,33.7227832,-84.4241531,23,16,7,16,0,15,0,0,0,0,1
1982,133825,2011,Block 2011,1,33.7270633,-84.4183486,1,1,0,1,0,0,0,0,0,1,0
1983,133828,1000,Block 1000,2,33.725337,-84.3941878,2,2,0,2,1,1,0,0,0,0,0
1984,133829,1001,Block 1001,20,33.7259923,-84.3951198,20,9,11,9,1,7,0,0,0,0,1
1985,133830,1002,Block 1002,16,33.7261141,-84.396267,16,11,5,11,2,9,0,0,0,0,0
1986,133831,1003,Block 1003,10,33.7261181,-84.3971342,10,4,6,4,0,3,1,0,0,0,0
1987,133832,1004,Block 1004,15,33.7261244,-84.3979884,15,4,11,4,0,4,0,0,0,0,0
1988,133833,1005,Block 1005,105,33.7249242,-84.3971283,105,89,16,89,1,86,0,0,0,0,2
1989,133834,1006,Block 1006,16,33.7249363,-84.3988293,16,10,6,10,1,9,0,0,0,0,0
1990,133835,1007,Block 1007,18,33.724939,-84.3996316,18,10,8,10,0,10,0,0,0,0,0
1991,133836,1008,Block 1008,12,33.7249408,-84.4004205,12,8,4,8,0,8,0,0,0,0,0
1992,133837,1009,Block 1009,30,33.7249421,-84.401223,30,13,17,13,0,13,0,0,0,0,0
1993,133838,1010,Block 1010,15,33.7249486,-84.402023,15,9,6,9,1,8,0,0,0,0,0
1994,133839,1011,Block 1011,21,33.7249529,-84.4027994,21,16,5,16,0,16,0,0,0,0,0
1995,133840,1012,Block 1012,17,33.724961,-84.4035819,17,6,11,6,1,5,0,0,0,0,0
1996,133841,1013,Block 1013,15,33.7263031,-84.4035828,15,8,7,8,0,8,0,0,0,0,0
1997,133842,1014,Block 1014,36,33.7241166,-84.3950526,36,24,12,24,0,24,0,0,0,0,0
1998,133846,1018,Block 1018,19,33.7235264,-84.4028155,19,12,7,12,0,12,0,0,0,0,0
1999,133847,1019,Block 1019,14,33.7235311,-84.4035967,14,7,7,7,0,6,0,0,0,0,1
2000,133848,1020,Block 1020,12,33.7235374,-84.4043907,12,7,5,7,1,5,0,0,0,1,0
2001,133849,1021,Block 1021,18,33.7249706,-84.4043999,18,12,6,12,0,11,0,0,0,0,1
2002,133850,1022,Block 1022,12,33.7248626,-84.4052316,12,11,1,11,0,11,0,0,0,0,0
2003,133851,1023,Block 1023,33,33.7252097,-84.4066702,33,26,7,26,1,25,0,0,0,0,0
2004,133852,1024,Block 1024,32,33.7234317,-84.4068856,32,27,5,27,3,23,0,0,0,1,0
2005,133853,1025,Block 1025,21,33.7231962,-84.4053453,21,14,7,14,0,12,0,1,0,0,1
2006,133854,1026,Block 1026,16,33.722492,-84.4028365,16,12,4,12,0,12,0,0,0,0,0
2007,133855,1027,Block 1027,40,33.7231726,-84.4020445,40,26,14,26,0,22,0,1,0,0,3
2008,133856,1028,Block 1028,36,33.7231625,-84.4012464,36,26,10,26,0,25,0,0,0,1,0
2009,133857,1029,Block 1029,21,33.723166,-84.4004438,21,15,6,15,0,15,0,0,0,0,0
2010,133858,1030,Block 1030,49,33.7231599,-84.3996519,49,29,20,29,0,28,0,0,0,1,0
2011,133859,1031,Block 1031,28,33.7231597,-84.3988552,28,14,14,14,2,12,0,0,0,0,0
2012,133860,1032,Block 1032,29,33.7231423,-84.3980291,29,19,10,19,0,19,0,0,0,0,0
2013,133861,1033,Block 1033,32,33.7231522,-84.3971703,32,21,11,21,2,19,0,0,0,0,0
2014,133862,1034,Block 1034,15,33.7230187,-84.3961014,15,8,7,8,0,8,0,0,0,0,0
2015,133863,1035,Block 1035,18,33.721154,-84.4007849,18,16,2,16,0,16,0,0,0,0,0
2016,133864,1036,Block 1036,9,33.722501,-84.4044085,9,6,3,6,0,5,0,1,0,0,0
2017,133865,1037,Block 1037,3,33.7224964,-84.4036183,3,3,0,3,0,3,0,0,0,0,0
2018,133874,1046,Block 1046,2,33.7212903,-84.4069033,2,0,2,0,0,0,0,0,0,0,0
2019,133876,2000,Block 2000,20,33.7286996,-84.3996094,20,9,11,9,0,9,0,0,0,0,0
2020,133877,2001,Block 2001,17,33.7287036,-84.400401,17,11,6,11,1,10,0,0,0,0,0
2021,133878,2002,Block 2002,17,33.728705,-84.4012069,17,9,8,9,0,8,0,0,0,0,1
2022,133879,2003,Block 2003,10,33.7287052,-84.4020121,10,5,5,5,0,5,0,0,0,0,0
2023,133880,2004,Block 2004,18,33.7287084,-84.4027934,18,8,10,8,0,7,0,0,0,0,1
2024,133881,2005,Block 2005,23,33.7274991,-84.4024039,23,15,8,15,0,15,0,0,0,0,0
2025,133882,2006,Block 2006,20,33.7274948,-84.4012138,20,12,8,12,0,12,0,0,0,0,0
2026,133883,2007,Block 2007,15,33.7274935,-84.4004064,15,8,7,8,0,8,0,0,0,0,0
2027,133884,2008,Block 2008,20,33.7274941,-84.3996159,20,14,6,14,1,13,0,0,0,0,0
2028,133885,2009,Block 2009,20,33.7262846,-84.3996242,20,12,8,12,0,12,0,0,0,0,0
2029,133886,2010,Block 2010,16,33.7262865,-84.4004117,16,9,7,9,0,9,0,0,0,0,0
2030,133887,2011,Block 2011,10,33.7262892,-84.4012186,10,4,6,4,0,4,0,0,0,0,0
2031,133888,2012,Block 2012,20,33.7262904,-84.4020213,20,14,6,14,1,13,0,0,0,0,0
2032,133889,2013,Block 2013,14,33.7262949,-84.4027973,14,7,7,7,1,6,0,0,0,0,0
2033,133890,2014,Block 2014,19,33.7262832,-84.3988243,19,8,11,8,0,8,0,0,0,0,0
2034,133891,2015,Block 2015,15,33.7275079,-84.4035866,15,10,5,10,0,10,0,0,0,0,0
2035,133892,2016,Block 2016,14,33.7275132,-84.4044111,14,10,4,10,0,10,0,0,0,0,0
2036,133893,2017,Block 2017,9,33.7269321,-84.406385,9,8,1,8,6,2,0,0,0,0,0
2037,133894,2018,Block 2018,12,33.7263089,-84.4044073,12,8,4,8,0,8,0,0,0,0,0
2038,133897,1000,Block 1000,2,33.7235649,-84.3719475,2,1,1,1,0,1,0,0,0,0,0
2039,133899,1002,Block 1002,38,33.7210541,-84.3776627,38,25,13,25,3,20,0,1,0,1,0
2040,133900,1003,Block 1003,124,33.718608,-84.3736458,124,93,31,93,16,60,0,2,0,9,6
2041,133901,1004,Block 1004,4,33.7205321,-84.3758546,4,3,1,3,2,1,0,0,0,0,0
2042,133902,1005,Block 1005,92,33.7204241,-84.3694099,92,61,31,61,3,54,0,0,0,3,1
2043,133903,1006,Block 1006,58,33.7191414,-84.3700511,58,45,13,45,0,41,0,0,1,2,1
2044,133904,1007,Block 1007,62,33.7172907,-84.3693111,62,56,6,56,3,46,1,0,0,5,1
2045,133905,1008,Block 1008,44,33.7169477,-84.3711846,44,39,5,39,5,28,0,0,0,5,1
2046,133906,1009,Block 1009,28,33.7157069,-84.3711875,28,22,6,22,5,12,0,0,0,5,0
2047,133907,1010,Block 1010,19,33.715703,-84.369298,19,13,6,13,6,5,0,0,0,1,1
2048,133908,1011,Block 1011,8,33.71446,-84.3693143,8,4,4,4,0,4,0,0,0,0,0
2049,133909,1012,Block 1012,11,33.7144638,-84.3712035,11,8,3,8,1,2,0,0,0,5,0
2050,133910,1013,Block 1013,23,33.7180595,-84.3779211,23,23,0,23,4,18,0,0,0,0,1
2051,133911,1014,Block 1014,20,33.7195561,-84.3777135,20,14,6,14,1,12,0,0,0,0,1
2052,133912,1015,Block 1015,19,33.7160902,-84.3757581,19,15,4,15,0,13,0,0,0,2,0
2053,133914,1017,Block 1017,13,33.7168712,-84.3769654,13,8,5,8,3,4,0,0,0,1,0
2054,133918,1001,Block 1001,46,33.7188727,-84.40116,46,40,6,40,4,34,0,0,0,0,2
2055,133919,1002,Block 1002,31,33.7191889,-84.4041792,31,27,4,27,2,24,0,0,0,0,1
2056,133920,1003,Block 1003,9,33.7188106,-84.4068004,9,9,0,9,5,4,0,0,0,0,0
2057,133921,1004,Block 1004,39,33.7182254,-84.4041012,39,32,7,32,7,25,0,0,0,0,0
2058,133922,1005,Block 1005,29,33.717261,-84.40266,29,27,2,27,6,21,0,0,0,0,0
2059,133923,1006,Block 1006,25,33.7159796,-84.4001939,25,21,4,21,2,18,1,0,0,0,0
2060,133924,1007,Block 1007,22,33.7162895,-84.4028595,22,19,3,19,4,14,0,0,0,0,1
2061,133925,1008,Block 1008,38,33.7165186,-84.4060082,38,33,5,33,4,29,0,0,0,0,0
2062,133926,1009,Block 1009,10,33.7176951,-84.4068107,10,9,1,9,1,8,0,0,0,0,0
2063,133929,1012,Block 1012,40,33.7113356,-84.4047814,40,33,7,33,6,25,0,2,0,0,0
2064,133930,1013,Block 1013,27,33.715242,-84.4012926,27,25,2,25,5,19,0,0,0,0,1
2065,133931,1014,Block 1014,19,33.7172768,-84.4049119,19,17,2,17,4,13,0,0,0,0,0
2066,133933,2000,Block 2000,38,33.712366,-84.408443,38,31,7,31,0,31,0,0,0,0,0
2067,133934,2001,Block 2001,39,33.7123722,-84.4094441,39,34,5,34,4,30,0,0,0,0,0
2068,133935,2002,Block 2002,37,33.7123759,-84.41044,37,29,8,29,3,25,0,0,0,1,0
2069,133936,2003,Block 2003,1,33.7120092,-84.4129447,1,1,0,1,0,1,0,0,0,0,0
2070,133937,2004,Block 2004,31,33.7135222,-84.4162272,31,28,3,28,1,26,0,0,0,1,0
2071,133938,2005,Block 2005,24,33.7119888,-84.4175999,24,18,6,18,5,11,0,0,0,0,2
2072,133939,2006,Block 2006,58,33.7105315,-84.4150815,58,54,4,54,11,42,0,0,0,0,1
2073,133940,2007,Block 2007,38,33.708566,-84.4096481,38,33,5,33,0,33,0,0,0,0,0
2074,133941,2008,Block 2008,40,33.7073964,-84.4143375,40,34,6,34,6,28,0,0,0,0,0
2075,133942,2009,Block 2009,23,33.7090823,-84.4162674,23,20,3,20,2,18,0,0,0,0,0
2076,133943,2010,Block 2010,17,33.7087499,-84.4175027,17,14,3,14,1,12,0,0,0,0,1
2077,133944,2011,Block 2011,31,33.7078725,-84.4130213,31,24,7,24,2,22,0,0,0,0,0
2078,133945,2012,Block 2012,46,33.7074373,-84.4117386,46,31,15,31,0,31,0,0,0,0,0
2079,133946,2013,Block 2013,22,33.7060103,-84.4101879,22,17,5,17,1,16,0,0,0,0,0
2080,133947,2014,Block 2014,32,33.7037979,-84.4127027,32,29,3,29,5,24,0,0,0,0,0
2081,133948,2015,Block 2015,29,33.7046349,-84.4141474,29,23,6,23,3,20,0,0,0,0,0
2082,133949,2016,Block 2016,30,33.7067195,-84.4158363,30,27,3,27,3,24,0,0,0,0,0
2083,133950,2017,Block 2017,10,33.7066595,-84.4174865,10,9,1,9,2,7,0,0,0,0,0
2084,133951,2018,Block 2018,19,33.7054574,-84.4166089,19,19,0,19,4,15,0,0,0,0,0
2085,133952,2019,Block 2019,21,33.703873,-84.4153795,21,16,5,16,5,10,0,0,0,0,1
2086,133953,2020,Block 2020,24,33.7038392,-84.4165173,24,20,4,20,1,19,0,0,0,0,0
2087,133954,2021,Block 2021,25,33.7038549,-84.4176663,25,20,5,20,2,17,0,0,0,1,0
2088,133957,3001,Block 3001,1,33.7239585,-84.4145639,1,1,0,1,0,1,0,0,0,0,0
2089,133960,3004,Block 3004,11,33.721708,-84.4157938,11,10,1,10,0,10,0,0,0,0,0
2090,133961,3005,Block 3005,26,33.7216551,-84.4138824,26,18,8,18,5,12,1,0,0,0,0
2091,133962,3006,Block 3006,30,33.7203537,-84.4107682,30,25,5,25,5,20,0,0,0,0,0
2092,133964,3008,Block 3008,5,33.7188965,-84.4085491,5,5,0,5,0,4,0,0,0,1,0
2093,133965,3009,Block 3009,22,33.7189003,-84.4103087,22,17,5,17,2,14,0,1,0,0,0
2094,133966,3010,Block 3010,16,33.7189065,-84.4121147,16,13,3,13,0,13,0,0,0,0,0
2095,133967,3011,Block 3011,49,33.7197589,-84.4148499,49,39,10,39,6,33,0,0,0,0,0
2096,133968,3012,Block 3012,15,33.7207498,-84.4174514,15,13,2,13,2,10,0,0,0,0,1
2097,133969,3013,Block 3013,42,33.720719,-84.4148535,42,31,11,31,5,25,0,0,0,0,1
2098,133970,3014,Block 3014,3,33.7188037,-84.4174789,3,0,3,0,0,0,0,0,0,0,0
2099,133971,3015,Block 3015,18,33.7187966,-84.4160896,18,13,5,13,3,10,0,0,0,0,0
2100,133972,3016,Block 3016,21,33.7187782,-84.4140788,21,17,4,17,6,11,0,0,0,0,0
2101,133974,4000,Block 4000,8,33.7172399,-84.4083771,8,7,1,7,4,3,0,0,0,0,0
2102,133975,4001,Block 4001,23,33.7172441,-84.4093869,23,20,3,20,2,17,0,0,0,1,0
2103,133976,4002,Block 4002,26,33.7172487,-84.4103758,26,20,6,20,4,16,0,0,0,0,0
2104,133977,4003,Block 4003,20,33.7172505,-84.4113619,20,20,0,20,3,15,0,0,0,1,1
2105,133978,4004,Block 4004,21,33.7172556,-84.4123573,21,16,5,16,2,12,0,1,0,1,0
2106,133979,4005,Block 4005,21,33.7172568,-84.4134563,21,19,2,19,4,12,0,0,0,1,2
2107,133980,4006,Block 4006,29,33.7172644,-84.4145601,29,20,9,20,8,12,0,0,0,0,0
2108,133981,4007,Block 4007,31,33.7172673,-84.4155778,31,25,6,25,11,13,0,1,0,0,0
2109,133982,4008,Block 4008,28,33.7172709,-84.4165965,28,23,5,23,5,18,0,0,0,0,0
2110,133983,4009,Block 4009,21,33.717271,-84.4176018,21,17,4,17,4,13,0,0,0,0,0
2111,133984,4010,Block 4010,26,33.7152948,-84.4176237,26,23,3,23,4,19,0,0,0,0,0
2112,133985,4011,Block 4011,27,33.7152932,-84.4166112,27,19,8,19,9,10,0,0,0,0,0
2113,133986,4012,Block 4012,27,33.7152861,-84.4155947,27,25,2,25,10,15,0,0,0,0,0
2114,133987,4013,Block 4013,21,33.7152823,-84.4145786,21,19,2,19,3,16,0,0,0,0,0
2115,133988,4014,Block 4014,22,33.7152793,-84.4134789,22,20,2,20,6,12,0,0,1,0,1
2116,133989,4015,Block 4015,18,33.7152723,-84.4123846,18,15,3,15,5,9,0,0,0,1,0
2117,133990,4016,Block 4016,27,33.7152707,-84.411392,27,20,7,20,5,14,0,0,0,0,1
2118,133991,4017,Block 4017,24,33.7152667,-84.4104061,24,20,4,20,2,17,0,0,0,0,1
2119,133992,4018,Block 4018,20,33.7152637,-84.4094179,20,15,5,15,4,11,0,0,0,0,0
2120,133993,4019,Block 4019,25,33.7152582,-84.4084082,25,16,9,16,7,9,0,0,0,0,0
2121,133999,1003,Block 1003,1,33.7232625,-84.4197003,1,1,0,1,0,1,0,0,0,0,0
2122,134004,1008,Block 1008,7,33.7176516,-84.4233149,7,6,1,6,0,5,0,0,0,0,1
2123,134005,1009,Block 1009,48,33.7201786,-84.4208205,48,41,7,41,6,34,0,1,0,0,0
2124,134006,1010,Block 1010,53,33.7176781,-84.4201466,53,37,16,37,2,35,0,0,0,0,0
2125,134007,1011,Block 1011,37,33.7154703,-84.4215891,37,30,7,30,9,20,0,1,0,0,0
2126,134009,1013,Block 1013,55,33.7133359,-84.4204583,55,45,10,45,9,36,0,0,0,0,0
2127,134010,1014,Block 1014,47,33.7123442,-84.4202826,47,35,12,35,7,28,0,0,0,0,0
2128,134011,1015,Block 1015,59,33.7120803,-84.4228914,59,47,12,47,11,34,0,0,0,1,1
2129,134012,1016,Block 1016,16,33.7139141,-84.4251517,16,8,8,8,0,8,0,0,0,0,0
2130,134013,1017,Block 1017,31,33.7129711,-84.4249606,31,14,17,14,2,12,0,0,0,0,0
2131,134014,1018,Block 1018,12,33.7115017,-84.4242253,12,6,6,6,4,2,0,0,0,0,0
2132,134015,1019,Block 1019,46,33.7113786,-84.4201642,46,36,10,36,7,29,0,0,0,0,0
2133,134017,2000,Block 2000,40,33.7103983,-84.4199088,40,35,5,35,14,19,0,0,0,1,1
2134,134018,2001,Block 2001,28,33.7093147,-84.4220606,28,24,4,24,6,18,0,0,0,0,0
2135,134019,2002,Block 2002,19,33.7090195,-84.4232881,19,15,4,15,5,9,0,0,0,1,0
2136,134020,2003,Block 2003,15,33.7093072,-84.4258967,15,8,7,8,2,6,0,0,0,0,0
2137,134022,2005,Block 2005,34,33.7076274,-84.424376,34,23,11,23,7,16,0,0,0,0,0
2138,134023,2006,Block 2006,20,33.7074566,-84.4226436,20,17,3,17,2,14,0,0,0,0,1
2139,134024,2007,Block 2007,15,33.7078222,-84.4214171,15,12,3,12,3,9,0,0,0,0,0
2140,134025,2008,Block 2008,37,33.7083768,-84.4195193,37,27,10,27,9,17,0,0,0,0,1
2141,134026,2009,Block 2009,31,33.7094535,-84.4198029,31,29,2,29,7,22,0,0,0,0,0
2142,134028,2011,Block 2011,27,33.7061351,-84.4218804,27,19,8,19,4,15,0,0,0,0,0
2143,134029,2012,Block 2012,30,33.7059263,-84.4198788,30,22,8,22,7,15,0,0,0,0,0
2144,134030,2013,Block 2013,24,33.7072946,-84.4192595,24,21,3,21,3,17,1,0,0,0,0
2145,134031,2014,Block 2014,19,33.7064136,-84.4190677,19,18,1,18,8,10,0,0,0,0,0
2146,134036,2019,Block 2019,19,33.7060372,-84.4241814,19,15,4,15,6,9,0,0,0,0,0
2147,134037,2020,Block 2020,34,33.7049241,-84.4251083,34,30,4,30,3,26,0,0,0,1,0
2148,134038,2021,Block 2021,51,33.7029739,-84.4246381,51,40,11,40,4,34,0,0,0,1,1
2149,134039,2022,Block 2022,44,33.7033856,-84.421236,44,36,8,36,2,32,0,1,0,0,1
2150,134040,2023,Block 2023,48,33.7033849,-84.4197224,48,40,8,40,6,31,0,1,0,2,0
2151,134041,2024,Block 2024,17,33.7040997,-84.4188195,17,16,1,16,8,8,0,0,0,0,0
2152,134042,2025,Block 2025,5,33.7019045,-84.4271211,5,5,0,5,2,3,0,0,0,0,0
2153,134048,1000,Block 1000,44,33.7210939,-84.4245531,44,39,5,39,0,35,0,0,1,0,3
2154,134049,1001,Block 1001,142,33.7209119,-84.4264266,142,102,40,102,3,94,0,0,0,3,2
2155,134050,1002,Block 1002,48,33.7216983,-84.4291299,48,22,26,22,3,19,0,0,0,0,0
2156,134051,1003,Block 1003,112,33.7190546,-84.4318179,112,81,31,81,2,76,1,0,0,0,2
2157,134052,1004,Block 1004,24,33.717188,-84.431227,24,10,14,10,0,9,0,0,0,0,1
2158,134053,1005,Block 1005,81,33.7190702,-84.4292648,81,55,26,55,1,53,0,0,0,1,0
2159,134054,1006,Block 1006,18,33.7173185,-84.4294143,18,10,8,10,0,10,0,0,0,0,0
2160,134055,1007,Block 1007,15,33.7152696,-84.4307904,15,8,7,8,1,7,0,0,0,0,0
2161,134056,1008,Block 1008,12,33.7154768,-84.4298866,12,6,6,6,1,5,0,0,0,0,0
2162,134057,1009,Block 1009,40,33.7158734,-84.4284282,40,25,15,25,0,24,0,0,0,0,1
2163,134059,1011,Block 1011,10,33.7187895,-84.4263184,10,6,4,6,0,6,0,0,0,0,0
2164,134060,1012,Block 1012,5,33.7189928,-84.425428,5,2,3,2,0,2,0,0,0,0,0
2165,134064,1016,Block 1016,1,33.7148694,-84.4266616,1,1,0,1,0,1,0,0,0,0,0
2166,134067,1019,Block 1019,10,33.7149294,-84.4321555,10,4,6,4,0,4,0,0,0,0,0
2167,134068,1020,Block 1020,12,33.718642,-84.4270958,12,9,3,9,0,9,0,0,0,0,0
2168,134071,1000,Block 1000,28,33.7117989,-84.3777631,28,10,18,10,1,9,0,0,0,0,0
2169,134072,1001,Block 1001,9,33.7099277,-84.3777089,9,8,1,8,0,8,0,0,0,0,0
2170,134073,1002,Block 1002,20,33.7096987,-84.3786955,20,8,12,8,0,8,0,0,0,0,0
2171,134074,1003,Block 1003,10,33.7143512,-84.3800908,10,10,0,10,0,9,0,0,0,0,1
2172,134077,1006,Block 1006,9,33.7128038,-84.3830482,9,8,1,8,0,8,0,0,0,0,0
2173,134078,1007,Block 1007,26,33.7124598,-84.3847841,26,15,11,15,0,15,0,0,0,0,0
2174,134079,1008,Block 1008,9,33.712327,-84.3865895,9,6,3,6,0,5,0,0,0,0,1
2175,134080,1009,Block 1009,6,33.7123289,-84.3876948,6,4,2,4,0,4,0,0,0,0,0
2176,134081,1010,Block 1010,5,33.7115345,-84.3877055,5,3,2,3,0,3,0,0,0,0,0
2177,134082,1011,Block 1011,11,33.7115314,-84.3866008,11,6,5,6,0,6,0,0,0,0,0
2178,134083,1012,Block 1012,11,33.7115472,-84.3853598,11,6,5,6,0,6,0,0,0,0,0
2179,134084,1013,Block 1013,6,33.7117881,-84.3839896,6,5,1,5,0,5,0,0,0,0,0
2180,134086,1015,Block 1015,78,33.7111498,-84.3825273,78,77,1,77,1,75,0,0,0,1,0
2181,134087,1016,Block 1016,9,33.7112983,-84.3811029,9,6,3,6,0,5,0,0,0,0,1
2182,134088,1017,Block 1017,5,33.71249,-84.381176,5,4,1,4,0,4,0,0,0,0,0
2183,134089,1018,Block 1018,13,33.7103247,-84.3808189,13,7,6,7,0,6,0,0,0,0,1
2184,134090,1019,Block 1019,6,33.7102737,-84.3821467,6,4,2,4,0,3,0,0,0,1,0
2185,134091,1020,Block 1020,6,33.7102178,-84.3831178,6,3,3,3,0,3,0,0,0,0,0
2186,134092,1021,Block 1021,11,33.7109802,-84.3837616,11,7,4,7,1,6,0,0,0,0,0
2187,134093,1022,Block 1022,23,33.709183,-84.3819796,23,19,4,19,1,18,0,0,0,0,0
2188,134094,1023,Block 1023,84,33.708453,-84.385415,84,59,25,59,9,47,1,0,0,0,2
2189,134095,1024,Block 1024,15,33.7090012,-84.3841686,15,11,4,11,1,10,0,0,0,0,0
2190,134096,1025,Block 1025,11,33.7098807,-84.3841183,11,8,3,8,1,7,0,0,0,0,0
2191,134097,1026,Block 1026,6,33.7091893,-84.3831447,6,2,4,2,0,2,0,0,0,0,0
2192,134098,1027,Block 1027,11,33.7089266,-84.380416,11,9,2,9,0,8,1,0,0,0,0
2193,134099,1028,Block 1028,17,33.7088428,-84.3794386,17,14,3,14,1,12,1,0,0,0,0
2194,134100,1029,Block 1029,16,33.7067579,-84.3827191,16,7,9,7,2,5,0,0,0,0,0
2195,134101,1030,Block 1030,12,33.7067562,-84.3810826,12,7,5,7,1,5,0,0,0,0,1
2196,134103,1032,Block 1032,4,33.7073751,-84.3794499,4,4,0,4,0,4,0,0,0,0,0
2197,134104,1033,Block 1033,12,33.7079569,-84.3786375,12,2,10,2,0,2,0,0,0,0,0
2198,134105,1034,Block 1034,17,33.7080385,-84.3773431,17,8,9,8,0,8,0,0,0,0,0
2199,134106,1035,Block 1035,24,33.7073348,-84.3760258,24,14,10,14,1,10,0,0,0,0,3
2200,134107,1036,Block 1036,13,33.7067079,-84.3771666,13,5,8,5,0,5,0,0,0,0,0
2201,134108,1037,Block 1037,6,33.7073007,-84.3778503,6,1,5,1,0,1,0,0,0,0,0
2202,134109,1038,Block 1038,7,33.7065646,-84.3787904,7,1,6,1,0,1,0,0,0,0,0
2203,134110,1039,Block 1039,14,33.7058653,-84.3782245,14,9,5,9,1,8,0,0,0,0,0
2204,134111,1040,Block 1040,5,33.7052543,-84.3789307,5,0,5,0,0,0,0,0,0,0,0
2205,134112,1041,Block 1041,2,33.7056234,-84.3796743,2,2,0,2,1,1,0,0,0,0,0
2206,134116,2002,Block 2002,105,33.7149961,-84.3948467,105,100,5,100,2,98,0,0,0,0,0
2207,134117,2003,Block 2003,400,33.708804,-84.3960048,400,337,63,337,10,310,0,2,0,13,2
2208,134119,2005,Block 2005,9,33.711404,-84.3998918,9,7,2,7,0,7,0,0,0,0,0
2209,134120,2006,Block 2006,13,33.7105702,-84.4001108,13,13,0,13,0,12,0,1,0,0,0
2210,134121,2007,Block 2007,35,33.7123778,-84.3988058,35,26,9,26,0,26,0,0,0,0,0
2211,134122,2008,Block 2008,1,33.718046,-84.3944791,1,1,0,1,0,1,0,0,0,0,0
2212,134123,2009,Block 2009,18,33.7100902,-84.39703,18,12,6,12,2,10,0,0,0,0,0
2213,134125,2011,Block 2011,21,33.7172422,-84.3959983,21,21,0,21,3,18,0,0,0,0,0
2214,134126,2012,Block 2012,8,33.7169346,-84.3947091,8,7,1,7,1,6,0,0,0,0,0
2215,134129,2015,Block 2015,27,33.7111283,-84.3985262,27,23,4,23,1,22,0,0,0,0,0
2216,134130,2016,Block 2016,15,33.711428,-84.3969962,15,11,4,11,1,10,0,0,0,0,0
2217,134131,2017,Block 2017,16,33.7107967,-84.3970104,16,13,3,13,0,13,0,0,0,0,0
2218,134132,2018,Block 2018,78,33.7129483,-84.3956164,78,63,15,63,4,58,0,0,0,1,0
2219,134133,2019,Block 2019,10,33.7040745,-84.4018696,10,5,5,5,1,4,0,0,0,0,0
2220,134135,3000,Block 3000,12,33.7056358,-84.3811364,12,10,2,10,0,9,0,0,0,0,1
2221,134136,3001,Block 3001,11,33.7056362,-84.3827299,11,8,3,8,3,5,0,0,0,0,0
2222,134137,3002,Block 3002,15,33.7056474,-84.3841438,15,12,3,12,1,10,0,0,0,0,1
2223,134138,3003,Block 3003,12,33.7056585,-84.3856246,12,10,2,10,2,6,0,1,0,0,1
2224,134139,3004,Block 3004,18,33.7056754,-84.387239,18,16,2,16,3,13,0,0,0,0,0
2225,134140,3005,Block 3005,8,33.7016525,-84.3957753,8,6,2,6,1,5,0,0,0,0,0
2226,134144,3009,Block 3009,184,33.7058758,-84.3948533,184,174,10,174,5,158,2,2,0,1,6
2227,134145,3010,Block 3010,35,33.7064875,-84.3977624,35,31,4,31,0,28,0,2,0,0,1
2228,134146,3011,Block 3011,2,33.7077952,-84.3940913,2,0,2,0,0,0,0,0,0,0,0
2229,134147,3012,Block 3012,7,33.705937,-84.3979827,7,7,0,7,0,7,0,0,0,0,0
2230,134149,3014,Block 3014,4,33.7055455,-84.396106,4,4,0,4,0,4,0,0,0,0,0
2231,134150,3015,Block 3015,60,33.7067985,-84.3962642,60,55,5,55,0,51,0,0,0,1,3
2232,134152,3017,Block 3017,19,33.7055555,-84.3951757,19,16,3,16,0,15,0,0,0,0,1
2233,134153,3018,Block 3018,46,33.7064103,-84.3995162,46,16,30,16,1,15,0,0,0,0,0
2234,134154,3019,Block 3019,49,33.7083268,-84.400503,49,42,7,42,0,41,0,0,0,0,1
2235,134155,3020,Block 3020,23,33.7069846,-84.4011185,23,23,0,23,1,22,0,0,0,0,0
2236,134156,3021,Block 3021,7,33.7034234,-84.3857985,7,6,1,6,0,6,0,0,0,0,0
2237,134157,3022,Block 3022,43,33.704334,-84.3830534,43,26,17,26,12,13,0,0,0,0,1
2238,134158,3023,Block 3023,7,33.7031536,-84.384619,7,3,4,3,2,1,0,0,0,0,0
2239,134159,3024,Block 3024,2,33.7017094,-84.4005251,2,1,1,1,0,0,0,0,0,0,1
2240,134163,3028,Block 3028,24,33.7000454,-84.4018389,24,16,8,16,3,12,0,0,0,0,1
2241,134164,3029,Block 3029,14,33.6989967,-84.3999746,14,10,4,10,4,6,0,0,0,0,0
